HSCode,Commodity,Value,Date
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",121.17,11/1/2008
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",7.44,11/1/2008
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",85.96,11/1/2008
91,CLOCKS AND WATCHES AND PARTS THEREOF.,3.93,11/1/2008
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.35,11/1/2008
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.03,11/1/2008
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",34.81,11/1/2008
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",9.04,11/1/2008
96,MISCELLANEOUS MANUFACTURED ARTICLES.,17.55,11/1/2008
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,38.23,11/1/2008
98,PROJECT GOODS; SOME SPECIAL USES.,3.51,11/1/2008
99,MISCELLANEOUS GOODS.,122.55,11/1/2008
1,LIVE ANIMALS.,1,12/1/2008
2,MEAT AND EDIBLE MEAT OFFAL.,74.51,12/1/2008
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",92.97,12/1/2008
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",19.91,12/1/2008
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.22,12/1/2008
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,4.22,12/1/2008
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,63.3,12/1/2008
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,64.43,12/1/2008
9,"COFFEE, TEA, MATE AND SPICES.",101.91,12/1/2008
10,CEREALS.,186.73,12/1/2008
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.21,12/1/2008
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",54.9,12/1/2008
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",38.29,12/1/2008
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2.26,12/1/2008
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,20.06,12/1/2008
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",20.56,12/1/2008
17,SUGARS AND SUGAR CONFECTIONERY.,35.88,12/1/2008
18,COCOA AND COCOA PREPARATIONS.,2.35,12/1/2008
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",22.06,12/1/2008
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",19.87,12/1/2008
21,MISCELLANEOUS EDIBLE PREPARATIONS.,21.79,12/1/2008
22,"BEVERAGES, SPIRITS AND VINEGAR.",12.1,12/1/2008
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,235.31,12/1/2008
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,44.82,12/1/2008
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",84.25,12/1/2008
26,"ORES, SLAG AND ASH.",507.35,12/1/2008
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","1,344.59",12/1/2008
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",69.22,12/1/2008
29,ORGANIC CHEMICALS,602.2,12/1/2008
30,PHARMACEUTICAL PRODUCTS,688.61,12/1/2008
31,FERTILISERS.,3.02,12/1/2008
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",87.35,12/1/2008
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",72.03,12/1/2008
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",58.5,12/1/2008
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,17.49,12/1/2008
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,7.26,12/1/2008
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.61,12/1/2008
38,MISCELLANEOUS CHEMICAL PRODUCTS.,163.37,12/1/2008
39,PLASTIC AND ARTICLES THEREOF.,170.55,12/1/2008
40,RUBBER AND ARTICLES THEREOF.,118.23,12/1/2008
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,56.16,12/1/2008
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",131.79,12/1/2008
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,12/1/2008
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,12.54,12/1/2008
45,CORK AND ARTICLES OF CORK.,0.11,12/1/2008
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.32,12/1/2008
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.13,12/1/2008
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",37.36,12/1/2008
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",18.36,12/1/2008
50,SILK,27.4,12/1/2008
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",11.56,12/1/2008
52,COTTON.,210.51,12/1/2008
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,9.2,12/1/2008
54,MAN-MADE FILAMENTS.,117.6,12/1/2008
55,MAN-MADE STAPLE FIBRES.,88.01,12/1/2008
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",14.02,12/1/2008
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,91.57,12/1/2008
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,18.88,12/1/2008
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",7.37,12/1/2008
60,KNITTED OR CROCHETED FABRICS.,7.03,12/1/2008
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",446.12,12/1/2008
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",528.71,12/1/2008
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,201.86,12/1/2008
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",125.82,12/1/2008
65,HEADGEAR AND PARTS THEREOF.,2.37,12/1/2008
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.17,12/1/2008
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,11.27,12/1/2008
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",62.92,12/1/2008
69,CERAMIC PRODUCTS.,22.52,12/1/2008
70,GLASS AND GLASSWARE.,35.76,12/1/2008
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","1,551.07",12/1/2008
72,IRON AND STEEL,380.61,12/1/2008
73,ARTICLES OF IRON OR STEEL,563.54,12/1/2008
74,COPPER AND ARTICLES THEREOF.,56.42,12/1/2008
75,NICKEL AND ARTICLES THEREOF.,1.1,12/1/2008
76,ALUMINIUM AND ARTICLES THEREOF.,127.67,12/1/2008
78,LEAD AND ARTICLES THEREOF.,2.09,12/1/2008
79,ZINC AND ARTICLES THEREOF.,43.19,12/1/2008
80,TIN AND ARTICLES THEREOF.,1.54,12/1/2008
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,1.19,12/1/2008
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",45.94,12/1/2008
83,MISCELLANEOUS ARTICLES OF BASE METAL.,27.19,12/1/2008
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",758.46,12/1/2008
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",807.64,12/1/2008
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",5.25,12/1/2008
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",540.25,12/1/2008
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",94.51,12/1/2008
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",218.72,12/1/2008
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",117.16,12/1/2008
91,CLOCKS AND WATCHES AND PARTS THEREOF.,3.77,12/1/2008
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.98,12/1/2008
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.51,12/1/2008
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",45.1,12/1/2008
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",11.34,12/1/2008
96,MISCELLANEOUS MANUFACTURED ARTICLES.,21.54,12/1/2008
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,18.13,12/1/2008
98,PROJECT GOODS; SOME SPECIAL USES.,5.65,12/1/2008
99,MISCELLANEOUS GOODS.,478.52,12/1/2008
1,LIVE ANIMALS.,1.38,1/1/2009
2,MEAT AND EDIBLE MEAT OFFAL.,83.44,1/1/2009
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",90.86,1/1/2009
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",15.57,1/1/2009
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.28,1/1/2009
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,5.59,1/1/2009
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,63.62,1/1/2009
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,77.32,1/1/2009
9,"COFFEE, TEA, MATE AND SPICES.",110.33,1/1/2009
10,CEREALS.,75.11,1/1/2009
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.05,1/1/2009
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",58.42,1/1/2009
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",34.43,1/1/2009
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.96,1/1/2009
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,21.11,1/1/2009
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",10.61,1/1/2009
17,SUGARS AND SUGAR CONFECTIONERY.,11.21,1/1/2009
18,COCOA AND COCOA PREPARATIONS.,0.68,1/1/2009
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",18.43,1/1/2009
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",22.04,1/1/2009
21,MISCELLANEOUS EDIBLE PREPARATIONS.,17.57,1/1/2009
22,"BEVERAGES, SPIRITS AND VINEGAR.",9.28,1/1/2009
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,177.38,1/1/2009
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,43.86,1/1/2009
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",80.13,1/1/2009
26,"ORES, SLAG AND ASH.",618.24,1/1/2009
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","1,370.72",1/1/2009
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",60.65,1/1/2009
29,ORGANIC CHEMICALS,504.66,1/1/2009
30,PHARMACEUTICAL PRODUCTS,376.13,1/1/2009
31,FERTILISERS.,1.53,1/1/2009
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",69.74,1/1/2009
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",60.36,1/1/2009
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",17.16,1/1/2009
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,14.76,1/1/2009
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4.39,1/1/2009
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.45,1/1/2009
38,MISCELLANEOUS CHEMICAL PRODUCTS.,134.35,1/1/2009
39,PLASTIC AND ARTICLES THEREOF.,142.51,1/1/2009
40,RUBBER AND ARTICLES THEREOF.,90.8,1/1/2009
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,33.18,1/1/2009
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",140.45,1/1/2009
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,1/1/2009
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,10.67,1/1/2009
45,CORK AND ARTICLES OF CORK.,0.09,1/1/2009
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.34,1/1/2009
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.14,1/1/2009
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",28.89,1/1/2009
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",15,1/1/2009
50,SILK,23.59,1/1/2009
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",10.4,1/1/2009
52,COTTON.,196.4,1/1/2009
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,14.6,1/1/2009
54,MAN-MADE FILAMENTS.,115.01,1/1/2009
55,MAN-MADE STAPLE FIBRES.,76.36,1/1/2009
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",13.07,1/1/2009
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,79.53,1/1/2009
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,15.72,1/1/2009
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",8.6,1/1/2009
60,KNITTED OR CROCHETED FABRICS.,5.57,1/1/2009
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",415.81,1/1/2009
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",583.77,1/1/2009
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,181.16,1/1/2009
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",147.14,1/1/2009
65,HEADGEAR AND PARTS THEREOF.,2.95,1/1/2009
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.1,1/1/2009
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,12.27,1/1/2009
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",59.13,1/1/2009
69,CERAMIC PRODUCTS.,13.94,1/1/2009
70,GLASS AND GLASSWARE.,25.48,1/1/2009
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","1,730.88",1/1/2009
72,IRON AND STEEL,380.68,1/1/2009
73,ARTICLES OF IRON OR STEEL,376.62,1/1/2009
74,COPPER AND ARTICLES THEREOF.,73.29,1/1/2009
75,NICKEL AND ARTICLES THEREOF.,1.17,1/1/2009
76,ALUMINIUM AND ARTICLES THEREOF.,77.25,1/1/2009
78,LEAD AND ARTICLES THEREOF.,1.81,1/1/2009
79,ZINC AND ARTICLES THEREOF.,32.49,1/1/2009
80,TIN AND ARTICLES THEREOF.,0.15,1/1/2009
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,3.8,1/1/2009
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",33.69,1/1/2009
83,MISCELLANEOUS ARTICLES OF BASE METAL.,25.61,1/1/2009
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",552.18,1/1/2009
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",699.06,1/1/2009
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",2.4,1/1/2009
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",436.82,1/1/2009
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",135.67,1/1/2009
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",923.82,1/1/2009
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",81.29,1/1/2009
91,CLOCKS AND WATCHES AND PARTS THEREOF.,3.51,1/1/2009
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.34,1/1/2009
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.85,1/1/2009
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",45.2,1/1/2009
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",8.56,1/1/2009
96,MISCELLANEOUS MANUFACTURED ARTICLES.,18.95,1/1/2009
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,17.71,1/1/2009
98,PROJECT GOODS; SOME SPECIAL USES.,3.39,1/1/2009
99,MISCELLANEOUS GOODS.,466.03,1/1/2009
1,LIVE ANIMALS.,0.91,2/1/2009
2,MEAT AND EDIBLE MEAT OFFAL.,90.29,2/1/2009
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",91.91,2/1/2009
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",12.12,2/1/2009
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.53,2/1/2009
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,7.58,2/1/2009
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,80.58,2/1/2009
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,79.78,2/1/2009
9,"COFFEE, TEA, MATE AND SPICES.",110.03,2/1/2009
10,CEREALS.,354.06,2/1/2009
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.25,2/1/2009
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",67.07,2/1/2009
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",31.76,2/1/2009
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.9,2/1/2009
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,26.15,2/1/2009
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",9.93,2/1/2009
17,SUGARS AND SUGAR CONFECTIONERY.,9.4,2/1/2009
18,COCOA AND COCOA PREPARATIONS.,1.23,2/1/2009
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",17.95,2/1/2009
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",23.89,2/1/2009
21,MISCELLANEOUS EDIBLE PREPARATIONS.,17,2/1/2009
22,"BEVERAGES, SPIRITS AND VINEGAR.",11.94,2/1/2009
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,178.93,2/1/2009
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,69.07,2/1/2009
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",84.67,2/1/2009
26,"ORES, SLAG AND ASH.",608.5,2/1/2009
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","1,229.28",2/1/2009
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",58.56,2/1/2009
29,ORGANIC CHEMICALS,516.1,2/1/2009
30,PHARMACEUTICAL PRODUCTS,379.96,2/1/2009
31,FERTILISERS.,2.29,2/1/2009
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",60.07,2/1/2009
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",57.58,2/1/2009
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",15.6,2/1/2009
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,15.08,2/1/2009
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4.27,2/1/2009
