HSCode,Commodity,Value,Date
91,CLOCKS AND WATCHES AND PARTS THEREOF.,8.01,3/1/2018
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.67,3/1/2018
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,8.41,3/1/2018
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",133.55,3/1/2018
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",26.93,3/1/2018
96,MISCELLANEOUS MANUFACTURED ARTICLES.,58.44,3/1/2018
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,42.35,3/1/2018
98,PROJECT GOODS; SOME SPECIAL USES.,2.07,3/1/2018
99,MISCELLANEOUS GOODS.,4.4,3/1/2018
1,LIVE ANIMALS.,5.34,4/1/2018
2,MEAT AND EDIBLE MEAT OFFAL.,300.22,4/1/2018
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",465.07,4/1/2018
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",40.12,4/1/2018
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",8.06,4/1/2018
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,7.06,4/1/2018
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,126.37,4/1/2018
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,159.53,4/1/2018
9,"COFFEE, TEA, MATE AND SPICES.",291.19,4/1/2018
10,CEREALS.,736.71,4/1/2018
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,27.23,4/1/2018
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",133.7,4/1/2018
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",93.14,4/1/2018
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.22,4/1/2018
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,91.86,4/1/2018
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",30.68,4/1/2018
17,SUGARS AND SUGAR CONFECTIONERY.,82.03,4/1/2018
18,COCOA AND COCOA PREPARATIONS.,17.99,4/1/2018
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",42.2,4/1/2018
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",49.34,4/1/2018
21,MISCELLANEOUS EDIBLE PREPARATIONS.,55.05,4/1/2018
22,"BEVERAGES, SPIRITS AND VINEGAR.",26.88,4/1/2018
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,121.91,4/1/2018
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,69.33,4/1/2018
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",203.52,4/1/2018
26,"ORES, SLAG AND ASH.",134.66,4/1/2018
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","2,933.57",4/1/2018
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",154.98,4/1/2018
29,ORGANIC CHEMICALS,"1,494.20",4/1/2018
30,PHARMACEUTICAL PRODUCTS,"1,072.97",4/1/2018
31,FERTILISERS.,5.04,4/1/2018
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",254.43,4/1/2018
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",163.03,4/1/2018
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",50.74,4/1/2018
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,19.87,4/1/2018
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.64,4/1/2018
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.51,4/1/2018
38,MISCELLANEOUS CHEMICAL PRODUCTS.,318.46,4/1/2018
39,PLASTIC AND ARTICLES THEREOF.,630.82,4/1/2018
40,RUBBER AND ARTICLES THEREOF.,254.74,4/1/2018
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,76.95,4/1/2018
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",172.44,4/1/2018
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.97,4/1/2018
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,28.47,4/1/2018
45,CORK AND ARTICLES OF CORK.,0.32,4/1/2018
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2.13,4/1/2018
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.14,4/1/2018
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",139.55,4/1/2018
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",32.8,4/1/2018
50,SILK,6.33,4/1/2018
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",14.32,4/1/2018
52,COTTON.,755.56,4/1/2018
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,37.8,4/1/2018
54,MAN-MADE FILAMENTS.,197.6,4/1/2018
55,MAN-MADE STAPLE FIBRES.,153.97,4/1/2018
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",31.13,4/1/2018
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,130.88,4/1/2018
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,35.68,4/1/2018
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",22.85,4/1/2018
60,KNITTED OR CROCHETED FABRICS.,34.52,4/1/2018
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",564.2,4/1/2018
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",787.62,4/1/2018
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,397.29,4/1/2018
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",209.55,4/1/2018
65,HEADGEAR AND PARTS THEREOF.,3.26,4/1/2018
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.25,4/1/2018
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,22.48,4/1/2018
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",120.12,4/1/2018
69,CERAMIC PRODUCTS.,121.97,4/1/2018
70,GLASS AND GLASSWARE.,58.34,4/1/2018
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,327.49",4/1/2018
72,IRON AND STEEL,839.77,4/1/2018
73,ARTICLES OF IRON OR STEEL,565.04,4/1/2018
74,COPPER AND ARTICLES THEREOF.,104.08,4/1/2018
75,NICKEL AND ARTICLES THEREOF.,5.2,4/1/2018
76,ALUMINIUM AND ARTICLES THEREOF.,410.14,4/1/2018
78,LEAD AND ARTICLES THEREOF.,27.35,4/1/2018
79,ZINC AND ARTICLES THEREOF.,79.68,4/1/2018
80,TIN AND ARTICLES THEREOF.,0.56,4/1/2018
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,6.44,4/1/2018
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",67.1,4/1/2018
83,MISCELLANEOUS ARTICLES OF BASE METAL.,48.94,4/1/2018
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","1,679.39",4/1/2018
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",810.16,4/1/2018
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",44.9,4/1/2018
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.","1,375.44",4/1/2018
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",152.55,4/1/2018
89,"SHIPS, BOATS AND FLOATING STRUCTURES.","1,076.07",4/1/2018
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",255.51,4/1/2018
91,CLOCKS AND WATCHES AND PARTS THEREOF.,6.95,4/1/2018
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.4,4/1/2018
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,8.21,4/1/2018
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",125.34,4/1/2018
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",24.75,4/1/2018
96,MISCELLANEOUS MANUFACTURED ARTICLES.,46.68,4/1/2018
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,6.37,4/1/2018
98,PROJECT GOODS; SOME SPECIAL USES.,3.92,4/1/2018
99,MISCELLANEOUS GOODS.,6.76,4/1/2018
1,LIVE ANIMALS.,8.52,5/1/2018
2,MEAT AND EDIBLE MEAT OFFAL.,319.75,5/1/2018
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",520.43,5/1/2018
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",37.53,5/1/2018
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",8.25,5/1/2018
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,6.22,5/1/2018
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,124.07,5/1/2018
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,128.79,5/1/2018
9,"COFFEE, TEA, MATE AND SPICES.",290.32,5/1/2018
10,CEREALS.,823.93,5/1/2018
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,25.84,5/1/2018
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",141.04,5/1/2018
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",103.59,5/1/2018
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.77,5/1/2018
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,113.43,5/1/2018
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",35.54,5/1/2018
17,SUGARS AND SUGAR CONFECTIONERY.,87.37,5/1/2018
18,COCOA AND COCOA PREPARATIONS.,12.37,5/1/2018
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",40.1,5/1/2018
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",34.69,5/1/2018
21,MISCELLANEOUS EDIBLE PREPARATIONS.,64.62,5/1/2018
22,"BEVERAGES, SPIRITS AND VINEGAR.",25.68,5/1/2018
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,122.96,5/1/2018
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,84.47,5/1/2018
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",207.33,5/1/2018
26,"ORES, SLAG AND ASH.",111.64,5/1/2018
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","5,296.26",5/1/2018
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",169.52,5/1/2018
29,ORGANIC CHEMICALS,"1,395.06",5/1/2018
30,PHARMACEUTICAL PRODUCTS,"1,151.15",5/1/2018
31,FERTILISERS.,6.56,5/1/2018
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",259.4,5/1/2018
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",157.51,5/1/2018
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",50.74,5/1/2018
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.8,5/1/2018
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,12,5/1/2018
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.82,5/1/2018
38,MISCELLANEOUS CHEMICAL PRODUCTS.,351.35,5/1/2018
39,PLASTIC AND ARTICLES THEREOF.,627.08,5/1/2018
40,RUBBER AND ARTICLES THEREOF.,253.42,5/1/2018
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,75.98,5/1/2018
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",190.58,5/1/2018
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.96,5/1/2018
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,50.04,5/1/2018
45,CORK AND ARTICLES OF CORK.,0.45,5/1/2018
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2.21,5/1/2018
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.18,5/1/2018
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",164.07,5/1/2018
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",23.91,5/1/2018
50,SILK,6.74,5/1/2018
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",17.17,5/1/2018
52,COTTON.,687.09,5/1/2018
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,32.41,5/1/2018
54,MAN-MADE FILAMENTS.,194.64,5/1/2018
55,MAN-MADE STAPLE FIBRES.,172.54,5/1/2018
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",33.9,5/1/2018
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,146.56,5/1/2018
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,30.92,5/1/2018
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",22.94,5/1/2018
60,KNITTED OR CROCHETED FABRICS.,36.01,5/1/2018
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",614.39,5/1/2018
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",725.05,5/1/2018
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,424.1,5/1/2018
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",226.47,5/1/2018
65,HEADGEAR AND PARTS THEREOF.,3.69,5/1/2018
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.18,5/1/2018
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,19.23,5/1/2018
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",125.92,5/1/2018
69,CERAMIC PRODUCTS.,129.11,5/1/2018
70,GLASS AND GLASSWARE.,65.4,5/1/2018
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,716.21",5/1/2018
72,IRON AND STEEL,778.26,5/1/2018
73,ARTICLES OF IRON OR STEEL,575.87,5/1/2018
74,COPPER AND ARTICLES THEREOF.,61.4,5/1/2018
75,NICKEL AND ARTICLES THEREOF.,6,5/1/2018
76,ALUMINIUM AND ARTICLES THEREOF.,512.52,5/1/2018
78,LEAD AND ARTICLES THEREOF.,35.8,5/1/2018
79,ZINC AND ARTICLES THEREOF.,69.43,5/1/2018
80,TIN AND ARTICLES THEREOF.,0.38,5/1/2018
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,6.37,5/1/2018
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",72.3,5/1/2018
83,MISCELLANEOUS ARTICLES OF BASE METAL.,50.23,5/1/2018
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","1,510.26",5/1/2018
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",928.93,5/1/2018
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",41.99,5/1/2018
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.","1,539.25",5/1/2018
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",192.84,5/1/2018
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",847.86,5/1/2018
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",266.39,5/1/2018
91,CLOCKS AND WATCHES AND PARTS THEREOF.,7.46,5/1/2018
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.92,5/1/2018
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,6.5,5/1/2018
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",137.48,5/1/2018
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",29.81,5/1/2018
96,MISCELLANEOUS MANUFACTURED ARTICLES.,53.33,5/1/2018
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,6.07,5/1/2018
98,PROJECT GOODS; SOME SPECIAL USES.,1.84,5/1/2018
99,MISCELLANEOUS GOODS.,33.05,5/1/2018
1,LIVE ANIMALS.,3.04,6/1/2018
2,MEAT AND EDIBLE MEAT OFFAL.,265.06,6/1/2018
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",524.14,6/1/2018
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",34.1,6/1/2018
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",9.54,6/1/2018
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,6.8,6/1/2018
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,95.63,6/1/2018
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,104.58,6/1/2018
9,"COFFEE, TEA, MATE AND SPICES.",273.82,6/1/2018
10,CEREALS.,749.49,6/1/2018
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,26.5,6/1/2018
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",154.58,6/1/2018
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",86.92,6/1/2018
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.27,6/1/2018
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,102.03,6/1/2018
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",32.83,6/1/2018
17,SUGARS AND SUGAR CONFECTIONERY.,139.73,6/1/2018
18,COCOA AND COCOA PREPARATIONS.,12.84,6/1/2018
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",43.72,6/1/2018
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",42.56,6/1/2018
21,MISCELLANEOUS EDIBLE PREPARATIONS.,67.39,6/1/2018
22,"BEVERAGES, SPIRITS AND VINEGAR.",29.25,6/1/2018
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,147.7,6/1/2018
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,101.56,6/1/2018
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",194.05,6/1/2018
26,"ORES, SLAG AND ASH.",131.53,6/1/2018
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","3,942.13",6/1/2018
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",193.87,6/1/2018
29,ORGANIC CHEMICALS,"1,401.08",6/1/2018
30,PHARMACEUTICAL PRODUCTS,"1,230.67",6/1/2018
31,FERTILISERS.,14.79,6/1/2018
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",272.98,6/1/2018
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",159.34,6/1/2018
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",51.22,6/1/2018
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,19.83,6/1/2018
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,7.42,6/1/2018
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.81,6/1/2018
38,MISCELLANEOUS CHEMICAL PRODUCTS.,360.76,6/1/2018
39,PLASTIC AND ARTICLES THEREOF.,661.66,6/1/2018
40,RUBBER AND ARTICLES THEREOF.,264.85,6/1/2018
