HSCode,Commodity,Value,Date
91,CLOCKS AND WATCHES AND PARTS THEREOF.,27.21,8/1/2014
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.71,8/1/2014
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.02,8/1/2014
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",109.04,8/1/2014
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",39.24,8/1/2014
96,MISCELLANEOUS MANUFACTURED ARTICLES.,37.25,8/1/2014
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.69,8/1/2014
98,PROJECT GOODS; SOME SPECIAL USES.,410.06,8/1/2014
99,MISCELLANEOUS GOODS.,438.83,8/1/2014
1,LIVE ANIMALS.,0.5,9/1/2014
2,MEAT AND EDIBLE MEAT OFFAL.,0.19,9/1/2014
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",4.34,9/1/2014
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.38,9/1/2014
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.33,9/1/2014
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.58,9/1/2014
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,244.22,9/1/2014
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,253.3,9/1/2014
9,"COFFEE, TEA, MATE AND SPICES.",60.84,9/1/2014
10,CEREALS.,3.44,9/1/2014
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,5.52,9/1/2014
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",27.42,9/1/2014
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.76,9/1/2014
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.28,9/1/2014
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,966.44,9/1/2014
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.3,9/1/2014
17,SUGARS AND SUGAR CONFECTIONERY.,29.92,9/1/2014
18,COCOA AND COCOA PREPARATIONS.,32.49,9/1/2014
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",5.16,9/1/2014
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",4.97,9/1/2014
21,MISCELLANEOUS EDIBLE PREPARATIONS.,9.34,9/1/2014
22,"BEVERAGES, SPIRITS AND VINEGAR.",42.88,9/1/2014
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,27.6,9/1/2014
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,4.44,9/1/2014
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",211.98,9/1/2014
26,"ORES, SLAG AND ASH.",628.93,9/1/2014
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","16,015.16",9/1/2014
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",447.97,9/1/2014
29,ORGANIC CHEMICALS,"1,708.94",9/1/2014
30,PHARMACEUTICAL PRODUCTS,130.77,9/1/2014
31,FERTILISERS.,552.41,9/1/2014
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",143.71,9/1/2014
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",55.8,9/1/2014
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",65.8,9/1/2014
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,30.64,9/1/2014
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.19,9/1/2014
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,20.23,9/1/2014
38,MISCELLANEOUS CHEMICAL PRODUCTS.,376.73,9/1/2014
39,PLASTIC AND ARTICLES THEREOF.,"1,136.97",9/1/2014
40,RUBBER AND ARTICLES THEREOF.,303.8,9/1/2014
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,60.24,9/1/2014
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",24.87,9/1/2014
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.22,9/1/2014
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,211.88,9/1/2014
45,CORK AND ARTICLES OF CORK.,0.74,9/1/2014
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.32,9/1/2014
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,158.94,9/1/2014
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",231.81,9/1/2014
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",23.34,9/1/2014
50,SILK,20.11,9/1/2014
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",28.99,9/1/2014
52,COTTON.,131.91,9/1/2014
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,24.89,9/1/2014
54,MAN-MADE FILAMENTS.,76.67,9/1/2014
55,MAN-MADE STAPLE FIBRES.,79.68,9/1/2014
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",20.68,9/1/2014
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,7.86,9/1/2014
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,15.42,9/1/2014
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",67.13,9/1/2014
60,KNITTED OR CROCHETED FABRICS.,40.81,9/1/2014
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",22.85,9/1/2014
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",33.27,9/1/2014
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,62.42,9/1/2014
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",42.26,9/1/2014
65,HEADGEAR AND PARTS THEREOF.,1.21,9/1/2014
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.03,9/1/2014
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.05,9/1/2014
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",50.61,9/1/2014
69,CERAMIC PRODUCTS.,71.3,9/1/2014
70,GLASS AND GLASSWARE.,73.69,9/1/2014
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","6,439.13",9/1/2014
72,IRON AND STEEL,"1,144.57",9/1/2014
73,ARTICLES OF IRON OR STEEL,321.43,9/1/2014
74,COPPER AND ARTICLES THEREOF.,274.73,9/1/2014
75,NICKEL AND ARTICLES THEREOF.,180.71,9/1/2014
76,ALUMINIUM AND ARTICLES THEREOF.,335.9,9/1/2014
78,LEAD AND ARTICLES THEREOF.,54.47,9/1/2014
79,ZINC AND ARTICLES THEREOF.,59.55,9/1/2014
80,TIN AND ARTICLES THEREOF.,26.58,9/1/2014
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,24.33,9/1/2014
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",81.39,9/1/2014
83,MISCELLANEOUS ARTICLES OF BASE METAL.,68.11,9/1/2014
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,763.66",9/1/2014
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","3,102.84",9/1/2014
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",30.55,9/1/2014
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",419.72,9/1/2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",517.15,9/1/2014
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",167.32,9/1/2014
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",618.58,9/1/2014
91,CLOCKS AND WATCHES AND PARTS THEREOF.,29.36,9/1/2014
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.35,9/1/2014
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.65,9/1/2014
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",114.49,9/1/2014
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",45.47,9/1/2014
96,MISCELLANEOUS MANUFACTURED ARTICLES.,38.91,9/1/2014
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.76,9/1/2014
98,PROJECT GOODS; SOME SPECIAL USES.,324.86,9/1/2014
99,MISCELLANEOUS GOODS.,986.9,9/1/2014
1,LIVE ANIMALS.,1.41,10/1/2014
2,MEAT AND EDIBLE MEAT OFFAL.,0.18,10/1/2014
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",4.53,10/1/2014
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.23,10/1/2014
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.16,10/1/2014
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.5,10/1/2014
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,234.03,10/1/2014
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,208.62,10/1/2014
9,"COFFEE, TEA, MATE AND SPICES.",57.47,10/1/2014
10,CEREALS.,4.06,10/1/2014
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,6.55,10/1/2014
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",28.04,10/1/2014
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.19,10/1/2014
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.91,10/1/2014
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,"1,020.49",10/1/2014
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.21,10/1/2014
17,SUGARS AND SUGAR CONFECTIONERY.,7.54,10/1/2014
18,COCOA AND COCOA PREPARATIONS.,27.89,10/1/2014
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",5.46,10/1/2014
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",7.55,10/1/2014
21,MISCELLANEOUS EDIBLE PREPARATIONS.,11.7,10/1/2014
22,"BEVERAGES, SPIRITS AND VINEGAR.",51.03,10/1/2014
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,24.73,10/1/2014
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.46,10/1/2014
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",215.28,10/1/2014
26,"ORES, SLAG AND ASH.",800.51,10/1/2014
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","13,808.47",10/1/2014
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",488.34,10/1/2014
29,ORGANIC CHEMICALS,"1,443.03",10/1/2014
30,PHARMACEUTICAL PRODUCTS,149.24,10/1/2014
31,FERTILISERS.,726.94,10/1/2014
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",133.82,10/1/2014
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",50.3,10/1/2014
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",57.58,10/1/2014
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,32.66,10/1/2014
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.49,10/1/2014
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,20.69,10/1/2014
38,MISCELLANEOUS CHEMICAL PRODUCTS.,290.3,10/1/2014
39,PLASTIC AND ARTICLES THEREOF.,"1,056.71",10/1/2014
40,RUBBER AND ARTICLES THEREOF.,291.64,10/1/2014
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,63.25,10/1/2014
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",27.76,10/1/2014
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.07,10/1/2014
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,181.92,10/1/2014
45,CORK AND ARTICLES OF CORK.,0.34,10/1/2014
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.24,10/1/2014
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,139.75,10/1/2014
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",234.11,10/1/2014
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",26.34,10/1/2014
50,SILK,16.4,10/1/2014
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",30.39,10/1/2014
52,COTTON.,96.6,10/1/2014
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,20.55,10/1/2014
54,MAN-MADE FILAMENTS.,73.93,10/1/2014
55,MAN-MADE STAPLE FIBRES.,60.93,10/1/2014
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",18.85,10/1/2014
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,6.04,10/1/2014
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,22.31,10/1/2014
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",64.49,10/1/2014
60,KNITTED OR CROCHETED FABRICS.,38.82,10/1/2014
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",19.23,10/1/2014
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",24.49,10/1/2014
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,48.19,10/1/2014
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",37.19,10/1/2014
65,HEADGEAR AND PARTS THEREOF.,1.39,10/1/2014
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.05,10/1/2014
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.35,10/1/2014
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",46.61,10/1/2014
69,CERAMIC PRODUCTS.,63.2,10/1/2014
70,GLASS AND GLASSWARE.,75.17,10/1/2014
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","6,300.77",10/1/2014
72,IRON AND STEEL,"1,100.93",10/1/2014
73,ARTICLES OF IRON OR STEEL,292.88,10/1/2014
74,COPPER AND ARTICLES THEREOF.,215.31,10/1/2014
75,NICKEL AND ARTICLES THEREOF.,159.82,10/1/2014
76,ALUMINIUM AND ARTICLES THEREOF.,319.71,10/1/2014
78,LEAD AND ARTICLES THEREOF.,51.3,10/1/2014
79,ZINC AND ARTICLES THEREOF.,58.75,10/1/2014
80,TIN AND ARTICLES THEREOF.,10.26,10/1/2014
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,24.44,10/1/2014
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",73.16,10/1/2014
83,MISCELLANEOUS ARTICLES OF BASE METAL.,59.98,10/1/2014
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,521.84",10/1/2014
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","2,981.57",10/1/2014
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",34.6,10/1/2014
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",417.48,10/1/2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",275.72,10/1/2014
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",117.4,10/1/2014
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",553.42,10/1/2014
91,CLOCKS AND WATCHES AND PARTS THEREOF.,29.15,10/1/2014
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,3.42,10/1/2014
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.11,10/1/2014
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",118.18,10/1/2014
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",45.61,10/1/2014
96,MISCELLANEOUS MANUFACTURED ARTICLES.,41.04,10/1/2014
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,4.58,10/1/2014
98,PROJECT GOODS; SOME SPECIAL USES.,323.78,10/1/2014
99,MISCELLANEOUS GOODS.,595.23,10/1/2014
1,LIVE ANIMALS.,0.69,11/1/2014
2,MEAT AND EDIBLE MEAT OFFAL.,0.21,11/1/2014
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6.76,11/1/2014
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.45,11/1/2014
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.09,11/1/2014
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.78,11/1/2014
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,348.03,11/1/2014
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,183.63,11/1/2014
9,"COFFEE, TEA, MATE AND SPICES.",67.01,11/1/2014
10,CEREALS.,1.37,11/1/2014
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,7.02,11/1/2014
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",25.36,11/1/2014
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",15.5,11/1/2014
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.56,11/1/2014
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,921.67,11/1/2014
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.27,11/1/2014
17,SUGARS AND SUGAR CONFECTIONERY.,86.79,11/1/2014
18,COCOA AND COCOA PREPARATIONS.,23.85,11/1/2014
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",4.44,11/1/2014
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",7.24,11/1/2014
21,MISCELLANEOUS EDIBLE PREPARATIONS.,11.17,11/1/2014
22,"BEVERAGES, SPIRITS AND VINEGAR.",51.28,11/1/2014
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,22.86,11/1/2014
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,6.11,11/1/2014
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",240.53,11/1/2014
26,"ORES, SLAG AND ASH.",684.84,11/1/2014
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","13,490.39",11/1/2014
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",486.66,11/1/2014
29,ORGANIC CHEMICALS,"1,451.99",11/1/2014
30,PHARMACEUTICAL PRODUCTS,157.21,11/1/2014
31,FERTILISERS.,991.28,11/1/2014
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",133.97,11/1/2014
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",58.64,11/1/2014
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",57.3,11/1/2014
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,32.76,11/1/2014
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.5,11/1/2014
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,19.61,11/1/2014
38,MISCELLANEOUS CHEMICAL PRODUCTS.,347.94,11/1/2014
39,PLASTIC AND ARTICLES THEREOF.,"1,032.13",11/1/2014
40,RUBBER AND ARTICLES THEREOF.,277.8,11/1/2014
