HSCode,Commodity,Value,Date
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",23.78,2/1/2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,20.22,2/1/2010
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.75,2/1/2010
98,PROJECT GOODS; SOME SPECIAL USES.,659.9,2/1/2010
99,MISCELLANEOUS GOODS.,136.51,2/1/2010
1,LIVE ANIMALS.,0.26,3/1/2010
2,MEAT AND EDIBLE MEAT OFFAL.,0.13,3/1/2010
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",3.34,3/1/2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.12,3/1/2010
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.23,3/1/2010
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.2,3/1/2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,165.24,3/1/2010
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,80.13,3/1/2010
9,"COFFEE, TEA, MATE AND SPICES.",29.82,3/1/2010
10,CEREALS.,17.06,3/1/2010
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.22,3/1/2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",13.97,3/1/2010
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",11.48,3/1/2010
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.51,3/1/2010
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,474.3,3/1/2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.29,3/1/2010
17,SUGARS AND SUGAR CONFECTIONERY.,158.91,3/1/2010
18,COCOA AND COCOA PREPARATIONS.,11.94,3/1/2010
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.94,3/1/2010
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.88,3/1/2010
21,MISCELLANEOUS EDIBLE PREPARATIONS.,5.93,3/1/2010
22,"BEVERAGES, SPIRITS AND VINEGAR.",11.1,3/1/2010
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,17.63,3/1/2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,6.11,3/1/2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",172.01,3/1/2010
26,"ORES, SLAG AND ASH.",478.75,3/1/2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","9,505.01",3/1/2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",304.11,3/1/2010
29,ORGANIC CHEMICALS,990.97,3/1/2010
30,PHARMACEUTICAL PRODUCTS,121.3,3/1/2010
31,FERTILISERS.,168.61,3/1/2010
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",90.46,3/1/2010
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",33.86,3/1/2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",35.66,3/1/2010
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.47,3/1/2010
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.65,3/1/2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,22.41,3/1/2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,242.05,3/1/2010
39,PLASTIC AND ARTICLES THEREOF.,502.42,3/1/2010
40,RUBBER AND ARTICLES THEREOF.,199.31,3/1/2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,39.11,3/1/2010
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",7.48,3/1/2010
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.43,3/1/2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,141.29,3/1/2010
45,CORK AND ARTICLES OF CORK.,0.13,3/1/2010
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.18,3/1/2010
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,95.51,3/1/2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",152.25,3/1/2010
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",25.4,3/1/2010
50,SILK,19.17,3/1/2010
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",26.74,3/1/2010
52,COTTON.,55.37,3/1/2010
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,9.58,3/1/2010
54,MAN-MADE FILAMENTS.,45.51,3/1/2010
55,MAN-MADE STAPLE FIBRES.,26.29,3/1/2010
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",10.88,3/1/2010
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,4.88,3/1/2010
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,7.16,3/1/2010
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",41.86,3/1/2010
60,KNITTED OR CROCHETED FABRICS.,11.61,3/1/2010
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.14,3/1/2010
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",6.53,3/1/2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,18.85,3/1/2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",10.7,3/1/2010
65,HEADGEAR AND PARTS THEREOF.,0.68,3/1/2010
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.45,3/1/2010
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.39,3/1/2010
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",25.4,3/1/2010
69,CERAMIC PRODUCTS.,36.21,3/1/2010
70,GLASS AND GLASSWARE.,45.96,3/1/2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","6,604.05",3/1/2010
72,IRON AND STEEL,858.29,3/1/2010
73,ARTICLES OF IRON OR STEEL,258.89,3/1/2010
74,COPPER AND ARTICLES THEREOF.,104.72,3/1/2010
75,NICKEL AND ARTICLES THEREOF.,34.39,3/1/2010
76,ALUMINIUM AND ARTICLES THEREOF.,143.83,3/1/2010
78,LEAD AND ARTICLES THEREOF.,40.99,3/1/2010
79,ZINC AND ARTICLES THEREOF.,26.68,3/1/2010
80,TIN AND ARTICLES THEREOF.,14.76,3/1/2010
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,10.64,3/1/2010
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",45.17,3/1/2010
83,MISCELLANEOUS ARTICLES OF BASE METAL.,32.03,3/1/2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,467.50",3/1/2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","1,881.66",3/1/2010
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",20.16,3/1/2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",345.66,3/1/2010
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",330.99,3/1/2010
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",407.38,3/1/2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",508.99,3/1/2010
91,CLOCKS AND WATCHES AND PARTS THEREOF.,8.04,3/1/2010
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.23,3/1/2010
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.15,3/1/2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",49.08,3/1/2010
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",19.88,3/1/2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,23.64,3/1/2010
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.39,3/1/2010
98,PROJECT GOODS; SOME SPECIAL USES.,566.55,3/1/2010
99,MISCELLANEOUS GOODS.,38.85,3/1/2010
1,LIVE ANIMALS.,0.39,4/1/2010
2,MEAT AND EDIBLE MEAT OFFAL.,0.13,4/1/2010
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2.52,4/1/2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.04,4/1/2010
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.68,4/1/2010
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.96,4/1/2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,90.45,4/1/2010
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,80.18,4/1/2010
9,"COFFEE, TEA, MATE AND SPICES.",29.61,4/1/2010
10,CEREALS.,5.2,4/1/2010
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.15,4/1/2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.43,4/1/2010
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",12.25,4/1/2010
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.53,4/1/2010
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,430.26,4/1/2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.26,4/1/2010
17,SUGARS AND SUGAR CONFECTIONERY.,115.58,4/1/2010
18,COCOA AND COCOA PREPARATIONS.,12.28,4/1/2010
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.79,4/1/2010
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",4.35,4/1/2010
21,MISCELLANEOUS EDIBLE PREPARATIONS.,7.2,4/1/2010
22,"BEVERAGES, SPIRITS AND VINEGAR.",23.84,4/1/2010
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,14.23,4/1/2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.01,4/1/2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",136.49,4/1/2010
26,"ORES, SLAG AND ASH.",514.27,4/1/2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","10,370.57",4/1/2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",354.38,4/1/2010
29,ORGANIC CHEMICALS,"1,074.65",4/1/2010
30,PHARMACEUTICAL PRODUCTS,65.31,4/1/2010
31,FERTILISERS.,290.83,4/1/2010
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",98.57,4/1/2010
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",33.05,4/1/2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",37.96,4/1/2010
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.35,4/1/2010
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.93,4/1/2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,25.52,4/1/2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,280,4/1/2010
39,PLASTIC AND ARTICLES THEREOF.,665.88,4/1/2010
40,RUBBER AND ARTICLES THEREOF.,183.12,4/1/2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,46.51,4/1/2010
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",8.8,4/1/2010
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.44,4/1/2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,125.54,4/1/2010
45,CORK AND ARTICLES OF CORK.,0.38,4/1/2010
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.24,4/1/2010
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,120.59,4/1/2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",163.2,4/1/2010
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",48.19,4/1/2010
50,SILK,29.06,4/1/2010
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",34.77,4/1/2010
52,COTTON.,38.93,4/1/2010
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,7.26,4/1/2010
54,MAN-MADE FILAMENTS.,53.77,4/1/2010
55,MAN-MADE STAPLE FIBRES.,36.29,4/1/2010
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",10.72,4/1/2010
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,4.36,4/1/2010
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,9.33,4/1/2010
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",53.97,4/1/2010
60,KNITTED OR CROCHETED FABRICS.,17.11,4/1/2010
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.77,4/1/2010
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",6.78,4/1/2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,20.77,4/1/2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",48.43,4/1/2010
65,HEADGEAR AND PARTS THEREOF.,0.64,4/1/2010
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.76,4/1/2010
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.17,4/1/2010
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",29.1,4/1/2010
69,CERAMIC PRODUCTS.,34.17,4/1/2010
70,GLASS AND GLASSWARE.,43.71,4/1/2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","6,825.16",4/1/2010
72,IRON AND STEEL,"1,204.33",4/1/2010
73,ARTICLES OF IRON OR STEEL,203.19,4/1/2010
74,COPPER AND ARTICLES THEREOF.,136.13,4/1/2010
75,NICKEL AND ARTICLES THEREOF.,53.13,4/1/2010
76,ALUMINIUM AND ARTICLES THEREOF.,181.87,4/1/2010
78,LEAD AND ARTICLES THEREOF.,47.56,4/1/2010
79,ZINC AND ARTICLES THEREOF.,32,4/1/2010
80,TIN AND ARTICLES THEREOF.,10.56,4/1/2010
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,15.78,4/1/2010
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",44.43,4/1/2010
83,MISCELLANEOUS ARTICLES OF BASE METAL.,34.92,4/1/2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,188.80",4/1/2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","2,405.69",4/1/2010
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",19.85,4/1/2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",290.82,4/1/2010
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",277.12,4/1/2010
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",210.9,4/1/2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",467.9,4/1/2010
91,CLOCKS AND WATCHES AND PARTS THEREOF.,11.28,4/1/2010
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.75,4/1/2010
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.2,4/1/2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",57.39,4/1/2010
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",23.61,4/1/2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,25.14,4/1/2010
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.55,4/1/2010
98,PROJECT GOODS; SOME SPECIAL USES.,614.76,4/1/2010
99,MISCELLANEOUS GOODS.,283.79,4/1/2010
1,LIVE ANIMALS.,0.46,5/1/2010
2,MEAT AND EDIBLE MEAT OFFAL.,0.01,5/1/2010
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",3.09,5/1/2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",44.75,5/1/2010
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.3,5/1/2010
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.69,5/1/2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,100.97,5/1/2010
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,149.5,5/1/2010
9,"COFFEE, TEA, MATE AND SPICES.",26.2,5/1/2010
10,CEREALS.,3.83,5/1/2010
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.58,5/1/2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",16.9,5/1/2010
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",13.06,5/1/2010
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.32,5/1/2010
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,423.35,5/1/2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.24,5/1/2010
17,SUGARS AND SUGAR CONFECTIONERY.,102.86,5/1/2010
18,COCOA AND COCOA PREPARATIONS.,8.35,5/1/2010
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.5,5/1/2010
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.99,5/1/2010
21,MISCELLANEOUS EDIBLE PREPARATIONS.,8.8,5/1/2010
22,"BEVERAGES, SPIRITS AND VINEGAR.",18.09,5/1/2010
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,18.22,5/1/2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,1.29,5/1/2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",179.06,5/1/2010
26,"ORES, SLAG AND ASH.",490.98,5/1/2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","9,827.77",5/1/2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",381.59,5/1/2010
29,ORGANIC CHEMICALS,"1,247.97",5/1/2010
30,PHARMACEUTICAL PRODUCTS,85.73,5/1/2010
31,FERTILISERS.,707.53,5/1/2010
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",103.8,5/1/2010
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",36.39,5/1/2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",34.62,5/1/2010
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.3,5/1/2010
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.73,5/1/2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,31.16,5/1/2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,301.11,5/1/2010
39,PLASTIC AND ARTICLES THEREOF.,734.49,5/1/2010
40,RUBBER AND ARTICLES THEREOF.,270.51,5/1/2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,49.34,5/1/2010
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",12.05,5/1/2010
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.91,5/1/2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,164.99,5/1/2010
45,CORK AND ARTICLES OF CORK.,0.32,5/1/2010
