Date,HSCode,Commodity_x,Import_Value,Commodity_y,Export_Value
2010-03-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",407.38,"SHIPS, BOATS AND FLOATING STRUCTURES.",116.7
2010-03-01,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",508.99,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",120.53
2010-03-01,91,CLOCKS AND WATCHES AND PARTS THEREOF.,8.04,CLOCKS AND WATCHES AND PARTS THEREOF.,4.32
2010-03-01,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.23,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.78
2010-03-01,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.15,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.22
2010-03-01,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",49.08,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",61.8
2010-03-01,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",19.88,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",14.67
2010-03-01,96,MISCELLANEOUS MANUFACTURED ARTICLES.,23.64,MISCELLANEOUS MANUFACTURED ARTICLES.,28.88
2010-03-01,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.39,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,24.76
2010-03-01,98,PROJECT GOODS; SOME SPECIAL USES.,566.55,PROJECT GOODS; SOME SPECIAL USES.,1.08
2010-03-01,99,MISCELLANEOUS GOODS.,38.85,MISCELLANEOUS GOODS.,204.82
2010-04-01,1,LIVE ANIMALS.,0.39,LIVE ANIMALS.,0.94
2010-04-01,2,MEAT AND EDIBLE MEAT OFFAL.,0.13,MEAT AND EDIBLE MEAT OFFAL.,132.53
2010-04-01,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2.52,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",146.02
2010-04-01,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",28.12
2010-04-01,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.68,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.17
2010-04-01,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.96,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,4.6
2010-04-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,90.45,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,105.15
2010-04-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,80.18,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,116.22
2010-04-01,9,"COFFEE, TEA, MATE AND SPICES.",29.61,"COFFEE, TEA, MATE AND SPICES.",157.15
2010-04-01,10,CEREALS.,5.2,CEREALS.,219.25
2010-04-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.15,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.26
2010-04-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.43,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",85.18
2010-04-01,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",12.25,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",41.98
2010-04-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.53,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,6.5
2010-04-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,430.26,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,64.99
2010-04-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.26,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",31.43
2010-04-01,17,SUGARS AND SUGAR CONFECTIONERY.,115.58,SUGARS AND SUGAR CONFECTIONERY.,9.59
2010-04-01,18,COCOA AND COCOA PREPARATIONS.,12.28,COCOA AND COCOA PREPARATIONS.,1.98
2010-04-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.79,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",19.94
2010-04-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",4.35,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",24.94
2010-04-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,7.2,MISCELLANEOUS EDIBLE PREPARATIONS.,24.06
2010-04-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",23.84,"BEVERAGES, SPIRITS AND VINEGAR.",11.8
2010-04-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,14.23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,115.0
2010-04-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.01,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,83.07
2010-04-01,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",136.49,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",103.74
2010-04-01,26,"ORES, SLAG AND ASH.",514.27,"ORES, SLAG AND ASH.",1077.58
2010-04-01,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",10370.57,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2847.58
2010-04-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",354.38,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",75.93
2010-04-01,29,ORGANIC CHEMICALS,1074.65,ORGANIC CHEMICALS,638.56
2010-04-01,30,PHARMACEUTICAL PRODUCTS,65.31,PHARMACEUTICAL PRODUCTS,490.9
2010-04-01,31,FERTILISERS.,290.83,FERTILISERS.,4.43
2010-04-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",98.57,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",142.68
2010-04-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",33.05,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",71.24
2010-04-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",37.96,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",26.42
2010-04-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,18.35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,19.56
2010-04-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.93,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.13
2010-04-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,25.52,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2.43
2010-04-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,280.0,MISCELLANEOUS CHEMICAL PRODUCTS.,186.2
2010-04-01,39,PLASTIC AND ARTICLES THEREOF.,665.88,PLASTIC AND ARTICLES THEREOF.,264.61
2010-04-01,40,RUBBER AND ARTICLES THEREOF.,183.12,RUBBER AND ARTICLES THEREOF.,148.58
2010-04-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,46.51,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,73.37
2010-04-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",8.8,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",99.53
2010-04-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.44,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.0
2010-04-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,125.54,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,15.86
2010-04-01,45,CORK AND ARTICLES OF CORK.,0.38,CORK AND ARTICLES OF CORK.,0.11
2010-04-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.24,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.21
2010-04-01,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,120.59,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.22
2010-04-01,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",163.2,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",56.77
2010-04-01,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",48.19,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",17.75
2010-04-01,50,SILK,29.06,SILK,18.75
2010-04-01,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",34.77,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",10.1
2010-04-01,52,COTTON.,38.93,COTTON.,550.19
2010-04-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,7.26,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,30.12
2010-04-01,54,MAN-MADE FILAMENTS.,53.77,MAN-MADE FILAMENTS.,180.73
2010-04-01,55,MAN-MADE STAPLE FIBRES.,36.29,MAN-MADE STAPLE FIBRES.,133.39
2010-04-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",10.72,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",22.44
2010-04-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,4.36,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,108.64
2010-04-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,9.33,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,24.53
2010-04-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",53.97,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",10.33
2010-04-01,60,KNITTED OR CROCHETED FABRICS.,17.11,KNITTED OR CROCHETED FABRICS.,9.49
2010-04-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.77,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",384.93
2010-04-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",6.78,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",587.59
2010-04-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,20.77,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,227.1
2010-04-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",48.43,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",118.04
2010-04-01,65,HEADGEAR AND PARTS THEREOF.,0.64,HEADGEAR AND PARTS THEREOF.,1.09
2010-04-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.76,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.17
2010-04-01,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.17,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,20.47
2010-04-01,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",29.1,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",85.06
2010-04-01,69,CERAMIC PRODUCTS.,34.17,CERAMIC PRODUCTS.,19.19
2010-04-01,70,GLASS AND GLASSWARE.,43.71,GLASS AND GLASSWARE.,32.88
2010-04-01,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6825.16,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2870.28
2010-04-01,72,IRON AND STEEL,1204.33,IRON AND STEEL,397.84
2010-04-01,73,ARTICLES OF IRON OR STEEL,203.19,ARTICLES OF IRON OR STEEL,385.15
2010-04-01,74,COPPER AND ARTICLES THEREOF.,136.13,COPPER AND ARTICLES THEREOF.,147.0
2010-04-01,75,NICKEL AND ARTICLES THEREOF.,53.13,NICKEL AND ARTICLES THEREOF.,2.35
2010-04-01,76,ALUMINIUM AND ARTICLES THEREOF.,181.87,ALUMINIUM AND ARTICLES THEREOF.,107.64
2010-04-01,78,LEAD AND ARTICLES THEREOF.,47.56,LEAD AND ARTICLES THEREOF.,6.68
2010-04-01,79,ZINC AND ARTICLES THEREOF.,32.0,ZINC AND ARTICLES THEREOF.,33.65
2010-04-01,80,TIN AND ARTICLES THEREOF.,10.56,TIN AND ARTICLES THEREOF.,1.17
2010-04-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,15.78,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2.16
2010-04-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",44.43,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",53.89
2010-04-01,83,MISCELLANEOUS ARTICLES OF BASE METAL.,34.92,MISCELLANEOUS ARTICLES OF BASE METAL.,30.31
2010-04-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2188.8,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",672.19
2010-04-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",2405.69,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",671.85
2010-04-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",19.85,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",16.89
2010-04-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",290.82,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",655.38
2010-04-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",277.12,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",112.79
2010-04-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",210.9,"SHIPS, BOATS AND FLOATING STRUCTURES.",370.74
2010-04-01,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",467.9,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",100.65
2010-04-01,91,CLOCKS AND WATCHES AND PARTS THEREOF.,11.28,CLOCKS AND WATCHES AND PARTS THEREOF.,2.48
2010-04-01,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.75,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.04
2010-04-01,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.2,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.23
2010-04-01,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",57.39,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",57.84
2010-04-01,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",23.61,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",13.82
2010-04-01,96,MISCELLANEOUS MANUFACTURED ARTICLES.,25.14,MISCELLANEOUS MANUFACTURED ARTICLES.,28.41
2010-04-01,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.55,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,17.64
2010-04-01,98,PROJECT GOODS; SOME SPECIAL USES.,614.76,PROJECT GOODS; SOME SPECIAL USES.,2.83
2010-04-01,99,MISCELLANEOUS GOODS.,283.79,MISCELLANEOUS GOODS.,992.38
2010-05-01,1,LIVE ANIMALS.,0.46,LIVE ANIMALS.,0.67
2010-05-01,2,MEAT AND EDIBLE MEAT OFFAL.,0.01,MEAT AND EDIBLE MEAT OFFAL.,113.7
2010-05-01,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",3.09,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",120.15
2010-05-01,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",44.75,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",17.72
2010-05-01,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.3,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.87
2010-05-01,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.69,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,5.12
2010-05-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,100.97,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,77.7
2010-05-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,149.5,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,89.47
2010-05-01,9,"COFFEE, TEA, MATE AND SPICES.",26.2,"COFFEE, TEA, MATE AND SPICES.",150.54
2010-05-01,10,CEREALS.,3.83,CEREALS.,225.34
2010-05-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.58,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,5.24
2010-05-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",16.9,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",75.11
2010-05-01,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",13.06,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",48.07
2010-05-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.32,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.45
2010-05-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,423.35,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,81.3
2010-05-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.24,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",22.16
2010-05-01,17,SUGARS AND SUGAR CONFECTIONERY.,102.86,SUGARS AND SUGAR CONFECTIONERY.,9.25
2010-05-01,18,COCOA AND COCOA PREPARATIONS.,8.35,COCOA AND COCOA PREPARATIONS.,1.55
2010-05-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.5,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",17.7
2010-05-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.99,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",18.09
2010-05-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,8.8,MISCELLANEOUS EDIBLE PREPARATIONS.,24.46
2010-05-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",18.09,"BEVERAGES, SPIRITS AND VINEGAR.",11.01
2010-05-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,18.22,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,100.79
2010-05-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,1.29,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,58.64
