Date,HSCode,Commodity_x,Import_Value,Commodity_y,Export_Value
2016-12-01,52,COTTON.,60.63,COTTON.,815.07
2016-12-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,26.02,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,33.29
2016-12-01,54,MAN-MADE FILAMENTS.,63.28,MAN-MADE FILAMENTS.,175.11
2016-12-01,55,MAN-MADE STAPLE FIBRES.,52.32,MAN-MADE STAPLE FIBRES.,192.55
2016-12-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",33.34,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",29.85
2016-12-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,7.63,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,150.5
2016-12-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,16.58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,27.04
2016-12-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",61.53,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",19.05
2016-12-01,60,KNITTED OR CROCHETED FABRICS.,37.51,KNITTED OR CROCHETED FABRICS.,24.38
2016-12-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",21.4,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",704.04
2016-12-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",26.21,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",751.36
2016-12-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,39.55,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,414.82
2016-12-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",48.48,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",235.25
2016-12-01,65,HEADGEAR AND PARTS THEREOF.,1.27,HEADGEAR AND PARTS THEREOF.,4.27
2016-12-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",1.81,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.09
2016-12-01,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.94,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,26.17
2016-12-01,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",60.64,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",105.57
2016-12-01,69,CERAMIC PRODUCTS.,43.37,CERAMIC PRODUCTS.,95.87
2016-12-01,70,GLASS AND GLASSWARE.,90.68,GLASS AND GLASSWARE.,54.66
2016-12-01,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3909.16,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3170.6
2016-12-01,72,IRON AND STEEL,845.45,IRON AND STEEL,805.86
2016-12-01,73,ARTICLES OF IRON OR STEEL,349.78,ARTICLES OF IRON OR STEEL,514.04
2016-12-01,74,COPPER AND ARTICLES THEREOF.,270.32,COPPER AND ARTICLES THEREOF.,303.29
2016-12-01,75,NICKEL AND ARTICLES THEREOF.,54.47,NICKEL AND ARTICLES THEREOF.,5.56
2016-12-01,76,ALUMINIUM AND ARTICLES THEREOF.,315.44,ALUMINIUM AND ARTICLES THEREOF.,322.9
2016-12-01,78,LEAD AND ARTICLES THEREOF.,57.8,LEAD AND ARTICLES THEREOF.,24.8
2016-12-01,79,ZINC AND ARTICLES THEREOF.,50.57,ZINC AND ARTICLES THEREOF.,104.22
2016-12-01,80,TIN AND ARTICLES THEREOF.,19.6,TIN AND ARTICLES THEREOF.,1.91
2016-12-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,23.85,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,3.97
2016-12-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",75.89,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",64.75
2016-12-01,83,MISCELLANEOUS ARTICLES OF BASE METAL.,62.83,MISCELLANEOUS ARTICLES OF BASE METAL.,44.98
2016-12-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2995.11,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1220.79
2016-12-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",3680.33,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",707.74
2016-12-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",34.0,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",34.47
2016-12-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",400.17,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1454.92
2016-12-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",683.66,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",215.55
2016-12-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",1460.21,"SHIPS, BOATS AND FLOATING STRUCTURES.",107.91
2016-12-01,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",700.03,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",259.07
2016-12-01,91,CLOCKS AND WATCHES AND PARTS THEREOF.,22.92,CLOCKS AND WATCHES AND PARTS THEREOF.,6.69
2016-12-01,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,3.79,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.21
2016-12-01,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.84,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,7.28
2016-12-01,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",134.67,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",118.06
2016-12-01,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",43.39,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",22.94
2016-12-01,96,MISCELLANEOUS MANUFACTURED ARTICLES.,39.59,MISCELLANEOUS MANUFACTURED ARTICLES.,46.32
2016-12-01,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,5.01,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.82
2016-12-01,98,PROJECT GOODS; SOME SPECIAL USES.,224.22,PROJECT GOODS; SOME SPECIAL USES.,2.79
2016-12-01,99,MISCELLANEOUS GOODS.,433.4,MISCELLANEOUS GOODS.,18.61
2017-01-01,1,LIVE ANIMALS.,1.65,LIVE ANIMALS.,6.43
2017-01-01,2,MEAT AND EDIBLE MEAT OFFAL.,0.31,MEAT AND EDIBLE MEAT OFFAL.,242.31
2017-01-01,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",4.38,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",369.49
2017-01-01,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.31,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",25.73
2017-01-01,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",4.31,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",7.42
2017-01-01,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.24,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,6.43
2017-01-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,467.97,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,85.92
2017-01-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,249.66,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,152.57
2017-01-01,9,"COFFEE, TEA, MATE AND SPICES.",64.26,"COFFEE, TEA, MATE AND SPICES.",231.88
2017-01-01,10,CEREALS.,250.02,CEREALS.,545.91
2017-01-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.19,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,15.58
2017-01-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",27.77,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",189.59
2017-01-01,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.78,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",72.41
2017-01-01,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,3.31,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,4.77
2017-01-01,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,824.72,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,69.26
2017-01-01,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.18,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",20.08
2017-01-01,17,SUGARS AND SUGAR CONFECTIONERY.,157.75,SUGARS AND SUGAR CONFECTIONERY.,128.23
2017-01-01,18,COCOA AND COCOA PREPARATIONS.,20.59,COCOA AND COCOA PREPARATIONS.,9.65
2017-01-01,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",3.71,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",40.21
2017-01-01,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",8.39,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",42.91
2017-01-01,21,MISCELLANEOUS EDIBLE PREPARATIONS.,12.18,MISCELLANEOUS EDIBLE PREPARATIONS.,47.38
2017-01-01,22,"BEVERAGES, SPIRITS AND VINEGAR.",51.77,"BEVERAGES, SPIRITS AND VINEGAR.",25.12
2017-01-01,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,31.63,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,122.89
2017-01-01,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,3.17,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,56.77
2017-01-01,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",172.42,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",165.19
2017-01-01,26,"ORES, SLAG AND ASH.",445.39,"ORES, SLAG AND ASH.",197.7
2017-01-01,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",9864.51,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2813.59
2017-01-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",338.93,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",103.69
2017-01-01,29,ORGANIC CHEMICALS,1219.73,ORGANIC CHEMICALS,947.55
2017-01-01,30,PHARMACEUTICAL PRODUCTS,122.95,PHARMACEUTICAL PRODUCTS,968.81
2017-01-01,31,FERTILISERS.,189.09,FERTILISERS.,3.61
2017-01-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",127.03,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",197.11
2017-01-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",51.13,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",122.72
2017-01-01,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",47.82,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",39.86
2017-01-01,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,29.0,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,20.51
2017-01-01,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.41,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,8.79
2017-01-01,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,15.36,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,1.22
2017-01-01,38,MISCELLANEOUS CHEMICAL PRODUCTS.,341.4,MISCELLANEOUS CHEMICAL PRODUCTS.,291.75
2017-01-01,39,PLASTIC AND ARTICLES THEREOF.,830.54,PLASTIC AND ARTICLES THEREOF.,430.05
2017-01-01,40,RUBBER AND ARTICLES THEREOF.,208.36,RUBBER AND ARTICLES THEREOF.,207.34
2017-01-01,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,41.41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,58.12
2017-01-01,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",30.29,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",193.74
2017-01-01,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.15,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.66
2017-01-01,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,124.86,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,26.62
2017-01-01,45,CORK AND ARTICLES OF CORK.,0.43,CORK AND ARTICLES OF CORK.,0.12
2017-01-01,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.13,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.79
2017-01-01,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,147.42,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.44
2017-01-01,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",215.69,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",82.35
2017-01-01,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",24.34,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",25.97
2017-01-01,50,SILK,16.8,SILK,6.51
2017-01-01,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",25.66,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",14.82
2017-01-01,52,COTTON.,49.8,COTTON.,837.89
2017-01-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,20.34,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,32.63
2017-01-01,54,MAN-MADE FILAMENTS.,53.74,MAN-MADE FILAMENTS.,174.7
2017-01-01,55,MAN-MADE STAPLE FIBRES.,44.13,MAN-MADE STAPLE FIBRES.,191.25
2017-01-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",25.71,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",41.41
2017-01-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,6.95,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,139.8
2017-01-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,18.98,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,28.77
2017-01-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",48.75,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",14.86
2017-01-01,60,KNITTED OR CROCHETED FABRICS.,36.35,KNITTED OR CROCHETED FABRICS.,26.17
2017-01-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",19.65,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",701.18
2017-01-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",26.99,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",824.8
2017-01-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,28.63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,395.46
2017-01-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",49.6,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",231.08
2017-01-01,65,HEADGEAR AND PARTS THEREOF.,1.34,HEADGEAR AND PARTS THEREOF.,3.01
2017-01-01,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",2.15,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.11
2017-01-01,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.77,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,18.85
2017-01-01,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",54.55,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",100.38
2017-01-01,69,CERAMIC PRODUCTS.,43.77,CERAMIC PRODUCTS.,82.91
2017-01-01,70,GLASS AND GLASSWARE.,79.01,GLASS AND GLASSWARE.,51.73
2017-01-01,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3816.19,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3019.11
2017-01-01,72,IRON AND STEEL,711.02,IRON AND STEEL,960.4
2017-01-01,73,ARTICLES OF IRON OR STEEL,293.05,ARTICLES OF IRON OR STEEL,492.37
2017-01-01,74,COPPER AND ARTICLES THEREOF.,284.64,COPPER AND ARTICLES THEREOF.,254.08
2017-01-01,75,NICKEL AND ARTICLES THEREOF.,37.35,NICKEL AND ARTICLES THEREOF.,5.24
2017-01-01,76,ALUMINIUM AND ARTICLES THEREOF.,284.27,ALUMINIUM AND ARTICLES THEREOF.,286.21
2017-01-01,78,LEAD AND ARTICLES THEREOF.,49.61,LEAD AND ARTICLES THEREOF.,24.7
2017-01-01,79,ZINC AND ARTICLES THEREOF.,48.95,ZINC AND ARTICLES THEREOF.,88.95
2017-01-01,80,TIN AND ARTICLES THEREOF.,13.67,TIN AND ARTICLES THEREOF.,0.99
2017-01-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,20.78,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,3.38
2017-01-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",58.16,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",61.01
2017-01-01,83,MISCELLANEOUS ARTICLES OF BASE METAL.,62.34,MISCELLANEOUS ARTICLES OF BASE METAL.,43.9
2017-01-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2737.68,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1080.46
2017-01-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",3523.0,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",639.7
2017-01-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",23.84,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",45.9
2017-01-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",383.88,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1025.0
2017-01-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",548.69,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",224.32
